SG_UF,CO_MACRORREGIONAL,NO_MACRORREGIONAL,CO_CIR,NO_CIR_PADRAO,CO_MUNICIPIO_IBGE,NO_MUNICIPIO,POP2021,,obs
RS,4.311,NORTE,43.017,REGIAO 17 - PLANALTO,431755,SANTO ANTONIO DO PALMA,2.118,,
RS,4.311,NORTE,43.017,REGIAO 17 - PLANALTO,431775,SANTO ANTONIO DO PLANALTO,2.018,,
RS,4.312,MISSIONEIRA,43.013,REGIAO 13,431780,SANTO AUGUSTO,13.813,,
RS,4.312,MISSIONEIRA,43.014,REGIAO 14,431790,SANTO CRISTO,14.177,,
RS,4.311,NORTE,43.018,REGIAO 18,431795,SANTO EXPEDITO DO SUL,2.287,,
RS,4.312,MISSIONEIRA,43.011,REGIAO 11,431800,SAO BORJA,59.768,,
RS,4.311,NORTE,43.017,REGIAO 17 - PLANALTO,431805,SAO DOMINGOS DO SUL,3.091,,
RS,4.314,CENTRO-OESTE,43.002,REGIAO 02,431810,SAO FRANCISCO DE ASSIS,18.081,,
RS,4.313,METROPOLITANA,43.006,REGIAO 06 - VALE DO PARANHANA E COSTA SERRA,431820,SAO FRANCISCO DE PAULA,21.871,,
RS,4.314,CENTRO-OESTE,43.003,REGIAO 03,431830,SAO GABRIEL,62.187,,
RS,4.313,METROPOLITANA,43.009,REGIAO 09,431840,SAO JERONIMO,24.569,,
RS,4.311,NORTE,43.018,REGIAO 18,431842,SAO JOAO DA URTIGA,4.625,,
RS,4.314,CENTRO-OESTE,43.001,REGIAO 01,431843,SAO JOAO DO POLESINE,2.535,,
RS,4.310,SERRA,43.025,REGIAO 25,431844,SAO JORGE,2.808,,
RS,4.311,NORTE,43.020,REGIAO 20 - ROTA DA PRODUCAO,431845,SAO JOSE DAS MISSOES,2.491,,
RS,4.308,VALES,43.029,REGIAO 29,431846,SAO JOSE DO HERVAL,1.917,,
RS,4.313,METROPOLITANA,43.007,REGIAO 07,431848,SAO JOSE DO HORTENCIO,4.924,,
RS,4.312,MISSIONEIRA,43.014,REGIAO 14,431849,SAO JOSE DO INHACORA,2.040,,
RS,4.309,SUL,43.021,REGIAO 21,431850,SAO JOSE DO NORTE,27.866,,
RS,4.311,NORTE,43.018,REGIAO 18,431860,SAO JOSE DO OURO,6.911,,
RS,4.313,METROPOLITANA,43.008,REGIAO 08,431861,SAO JOSE DO SUL,2.464,,
RS,4.310,SERRA,43.024,REGIAO 24,431862,SAO JOSE DOS AUSENTES,3.559,,
RS,4.313,METROPOLITANA,43.007,REGIAO 07,431870,SAO LEOPOLDO,240.378,,
RS,4.309,SUL,43.021,REGIAO 21,431880,SAO LOURENCO DO SUL,43.501,,
RS,4.312,MISSIONEIRA,43.011,REGIAO 11,431890,SAO LUIZ GONZAGA,33.124,,
RS,4.310,SERRA,43.026,REGIAO 26,431900,SAO MARCOS,21.756,,
RS,4.312,MISSIONEIRA,43.013,REGIAO 13,431910,SAO MARTINHO,5.336,,
RS,4.314,CENTRO-OESTE,43.001,REGIAO 01,431912,SAO MARTINHO DA SERRA,3.228,,
RS,4.312,MISSIONEIRA,43.011,REGIAO 11,431915,SAO MIGUEL DAS MISSOES,7.692,,
RS,4.312,MISSIONEIRA,43.011,REGIAO 11,431920,SAO NICOLAU,5.153,,
RS,4.312,MISSIONEIRA,43.014,REGIAO 14,431930,SAO PAULO DAS MISSOES,5.654,,
RS,4.313,METROPOLITANA,43.008,REGIAO 08,431935,SAO PEDRO DA SERRA,3.881,,
RS,4.311,NORTE,43.020,REGIAO 20 - ROTA DA PRODUCAO,431936,SAO PEDRO DAS MISSOES,2.025,,
RS,4.312,MISSIONEIRA,43.011,REGIAO 11,431937,SAO PEDRO DO BUTIA,2.950,,
RS,4.314,CENTRO-OESTE,43.001,REGIAO 01,431940,SAO PEDRO DO SUL,16.100,,
RS,4.313,METROPOLITANA,43.008,REGIAO 08,431950,SAO SEBASTIAO DO CAI,26.161,,
RS,4.314,CENTRO-OESTE,43.001,REGIAO 01,431960,SAO SEPE,23.492,,
RS,4.311,NORTE,43.016,REGIAO 16,431970,SAO VALENTIM,3.220,,
RS,4.308,VALES,43.029,REGIAO 29,431971,SAO VALENTIM DO SUL,2.248,,
RS,4.312,MISSIONEIRA,43.013,REGIAO 13,431973,SAO VALERIO DO SUL,2.732,,
RS,4.310,SERRA,43.026,REGIAO 26,431975,SAO VENDELINO,2.288,,
RS,4.314,CENTRO-OESTE,43.002,REGIAO 02,431980,SAO VICENTE DO SUL,8.742,,
RS,4.313,METROPOLITANA,43.007,REGIAO 07,431990,SAPIRANGA,80.514,,
RS,4.313,METROPOLITANA,43.008,REGIAO 08,432000,SAPUCAIA DO SUL,142.508,,
RS,4.311,NORTE,43.020,REGIAO 20 - ROTA DA PRODUCAO,432010,SARANDI,25.024,,
RS,4.311,NORTE,43.015,REGIAO 15 - CAMINHO DAS AGUAS,432020,SEBERI,10.678,,
RS,4.312,MISSIONEIRA,43.013,REGIAO 13,432023,SEDE NOVA,2.875,,
RS,4.308,VALES,43.027,REGIAO 27,432026,SEGREDO,7.465,,
RS,4.312,MISSIONEIRA,43.012,REGIAO 12,432030,SELBACH,5.114,,
RS,4.312,MISSIONEIRA,43.014,REGIAO 14,432032,SENADOR SALGADO FILHO,2.761,,
RS,4.313,METROPOLITANA,43.009,REGIAO 09,432035,SENTINELA DO SUL,5.635,,
RS,4.311,NORTE,43.017,REGIAO 17 - PLANALTO,432040,SERAFINA CORREA,18.074,,
RS,4.308,VALES,43.029,REGIAO 29,432045,SERIO,1.889,,
RS,4.311,NORTE,43.017,REGIAO 17 - PLANALTO,432050,SERTAO,5.220,,
RS,4.313,METROPOLITANA,43.009,REGIAO 09,432055,SERTAO SANTANA,6.586,,
RS,4.312,MISSIONEIRA,43.011,REGIAO 11,432057,SETE DE SETEMBRO,1.931,,
RS,4.311,NORTE,43.016,REGIAO 16,432060,SEVERIANO DE ALMEIDA,3.607,,
RS,4.314,CENTRO-OESTE,43.001,REGIAO 01,432065,SILVEIRA MARTINS,2.365,,
RS,4.308,VALES,43.028,REGIAO 28,432067,SINIMBU,10.152,,
RS,4.308,VALES,43.027,REGIAO 27,432070,SOBRADINHO,15.041,,
RS,4.311,NORTE,43.019,REGIAO 19,432080,SOLEDADE,31.067,,
RS,4.313,METROPOLITANA,43.008,REGIAO 08,432085,TABAI,4.816,,
RS,4.311,NORTE,43.018,REGIAO 18,432090,TAPEJARA,24.973,,
RS,4.311,NORTE,43.019,REGIAO 19,432100,TAPERA,10.569,,
RS,4.313,METROPOLITANA,43.009,REGIAO 09,432110,TAPES,17.363,,
RS,4.313,METROPOLITANA,43.006,REGIAO 06 - VALE DO PARANHANA E COSTA SERRA,432120,TAQUARA,57.740,,
RS,4.308,VALES,43.030,REGIAO 30,432130,TAQUARI,26.907,,
RS,4.311,NORTE,43.015,REGIAO 15 - CAMINHO DAS AGUAS,432132,TAQUARUCU DO SUL,3.081,,
RS,4.313,METROPOLITANA,43.005,REGIAO 05,432135,TAVARES,5.484,,
RS,4.311,NORTE,43.015,REGIAO 15 - CAMINHO DAS AGUAS,432140,TENENTE PORTELA,13.385,,
RS,4.313,METROPOLITANA,43.004,REGIAO 04,432143,TERRA DE AREIA,11.323,,
RS,4.308,VALES,43.030,REGIAO 30,432145,TEUTONIA,34.275,,
RS,4.311,NORTE,43.019,REGIAO 19,432146,TIO HUGO,3.078,,
RS,4.311,NORTE,43.015,REGIAO 15 - CAMINHO DAS AGUAS,432147,TIRADENTES DO SUL,5.532,,
RS,4.314,CENTRO-OESTE,43.001,REGIAO 01,432149,TOROPI,2.753,,
RS,4.313,METROPOLITANA,43.004,REGIAO 04,432150,TORRES,39.381,,
RS,4.313,METROPOLITANA,43.005,REGIAO 05,432160,TRAMANDAI,53.507,,
RS,4.308,VALES,43.029,REGIAO 29,432162,TRAVESSEIRO,2.331,,
RS,4.311,NORTE,43.016,REGIAO 16,432163,TRES ARROIOS,2.620,,
RS,4.313,METROPOLITANA,43.004,REGIAO 04,432166,TRES CACHOEIRAS,11.174,,
RS,4.313,METROPOLITANA,43.006,REGIAO 06 - VALE DO PARANHANA E COSTA SERRA,432170,TRES COROAS,28.948,,
RS,4.312,MISSIONEIRA,43.014,REGIAO 14,432180,TRES DE MAIO,23.846,,
RS,4.313,METROPOLITANA,43.004,REGIAO 04,432183,TRES FORQUILHAS,2.643,,
RS,4.311,NORTE,43.020,REGIAO 20 - ROTA DA PRODUCAO,432185,TRES PALMEIRAS,4.232,,
RS,4.311,NORTE,43.015,REGIAO 15 - CAMINHO DAS AGUAS,432190,TRES PASSOS,23.799,,
RS,4.311,NORTE,43.020,REGIAO 20 - ROTA DA PRODUCAO,432195,TRINDADE DO SUL,5.781,,
RS,4.313,METROPOLITANA,43.008,REGIAO 08,432200,TRIUNFO,30.159,,
RS,4.312,MISSIONEIRA,43.014,REGIAO 14,432210,TUCUNDUVA,5.612,,
RS,4.311,NORTE,43.019,REGIAO 19,432215,TUNAS,4.585,,
RS,4.311,NORTE,43.018,REGIAO 18,432218,TUPANCI DO SUL,1.447,,
RS,4.314,CENTRO-OESTE,43.001,REGIAO 01,432220,TUPANCIRETA,24.182,,Ajustado_Fev.2022
RS,4.313,METROPOLITANA,43.008,REGIAO 08,432225,TUPANDI,5.019,,
RS,4.312,MISSIONEIRA,43.014,REGIAO 14,432230,TUPARENDI,7.730,,
RS,4.309,SUL,43.021,REGIAO 21,432232,TURUCU,3.408,,
RS,4.312,MISSIONEIRA,43.011,REGIAO 11,432234,UBIRETAMA,1.952,,
RS,4.310,SERRA,43.025,REGIAO 25,432235,UNIAO DA SERRA,1.084,,
RS,4.314,CENTRO-OESTE,43.002,REGIAO 02,432237,UNISTALDA,2.306,,
RS,4.314,CENTRO-OESTE,43.003,REGIAO 03,432240,URUGUAIANA,126.766,,
RS,4.310,SERRA,43.024,REGIAO 24,432250,VACARIA,66.916,,
RS,4.308,VALES,43.028,REGIAO 28,432253,VALE DO SOL,11.873,,
RS,4.310,SERRA,43.026,REGIAO 26,432254,VALE REAL,6.046,,
RS,4.308,VALES,43.028,REGIAO 28,432252,VALE VERDE,3.531,,
RS,4.311,NORTE,43.017,REGIAO 17 - PLANALTO,432255,VANINI,2.130,,
RS,4.308,VALES,43.028,REGIAO 28,432260,VENANCIO AIRES,72.373,,
RS,4.308,VALES,43.028,REGIAO 28,432270,VERA CRUZ,27.325,,
RS,4.310,SERRA,43.025,REGIAO 25,432280,VERANOPOLIS,26.813,,
RS,4.308,VALES,43.029,REGIAO 29,432285,VESPASIANO CORREA,1.776,,
RS,4.311,NORTE,43.016,REGIAO 16,432290,VIADUTOS,4.628,,
RS,4.313,METROPOLITANA,43.010,REGIAO 10,432300,VIAMAO,257.330,,
RS,4.311,NORTE,43.015,REGIAO 15 - CAMINHO DAS AGUAS,432310,VICENTE DUTRA,4.530,,
RS,4.311,NORTE,43.017,REGIAO 17 - PLANALTO,432320,VICTOR GRAEFF,2.840,,
RS,4.310,SERRA,43.025,REGIAO 25,432330,VILA FLORES,3.407,,
RS,4.311,NORTE,43.018,REGIAO 18,432335,VILA LANGARO,2.070,,
RS,4.311,NORTE,43.017,REGIAO 17 - PLANALTO,432340,VILA MARIA,4.368,,
RS,4.314,CENTRO-OESTE,43.001,REGIAO 01,432345,VILA NOVA DO SUL,4.274,,
RS,4.311,NORTE,43.015,REGIAO 15 - CAMINHO DAS AGUAS,432350,VISTA ALEGRE,2.726,,
RS,4.310,SERRA,43.025,REGIAO 25,432360,VISTA ALEGRE DO PRATA,1.553,,
RS,4.311,NORTE,43.015,REGIAO 15 - CAMINHO DAS AGUAS,432370,VISTA GAUCHA,2.858,,
RS,4.312,MISSIONEIRA,43.011,REGIAO 11,432375,VITORIA DAS MISSOES,3.052,,
RS,4.308,VALES,43.030,REGIAO 30,432377,WESTFALIA,3.046,,
RS,4.313,METROPOLITANA,43.004,REGIAO 04,432380,XANGRI-LA,17.126,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,420005,ABDON BATISTA,2.534,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,420010,ABELARDO LUZ,18.015,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,420020,AGROLANDIA,11.160,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,420030,AGRONOMICA,5.570,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,420040,AGUA DOCE,7.160,,
SC,4.213,GRANDE OESTE,42.002,OESTE,420050,AGUAS DE CHAPECO,6.544,,
SC,4.213,GRANDE OESTE,42.002,OESTE,420055,AGUAS FRIAS,2.341,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,420060,AGUAS MORNAS,6.646,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,420070,ALFREDO WAGNER,10.136,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.010,ALTO URUGUAI CATARINENSE,420075,ALTO BELA VISTA,1.915,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,420080,ANCHIETA,5.477,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,420090,ANGELINA,4.686,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,420100,ANITA GARIBALDI,6.783,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,420110,ANITAPOLIS,3.223,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,420120,ANTONIO CARLOS,8.712,,
SC,4.216,ALTO VALE DO ITAJAI,42.006,MEDIO VALE DO ITAJAI,420125,APIUNA,10.951,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.010,ALTO URUGUAI CATARINENSE,420127,ARABUTA,4.268,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.011,NORDESTE,420130,ARAQUARI,40.890,,
SC,4.210,SUL,42.014,EXTREMO SUL CATARINENSE,420140,ARARANGUA,69.493,,
SC,4.210,SUL,42.016,LAGUNA,420150,ARMAZEM,8.843,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,420160,ARROIO TRINTA,3.547,,
SC,4.213,GRANDE OESTE,42.002,OESTE,420165,ARVOREDO,2.228,,
SC,4.216,ALTO VALE DO ITAJAI,42.006,MEDIO VALE DO ITAJAI,420170,ASCURRA,8.021,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,420180,ATALANTA,3.179,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,420190,AURORA,5.687,,
SC,4.210,SUL,42.014,EXTREMO SUL CATARINENSE,420195,BALNEARIO ARROIO DO SILVA,13.782,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.011,NORDESTE,420205,BALNEARIO BARRA DO SUL,11.271,,
SC,4.215,FOZ DO RIO ITAJAI,42.005,FOZ DO RIO ITAJAI,420200,BALNEARIO CAMBORIU,149.227,,
SC,4.210,SUL,42.014,EXTREMO SUL CATARINENSE,420207,BALNEARIO GAIVOTA,11.537,,
SC,4.215,FOZ DO RIO ITAJAI,42.005,FOZ DO RIO ITAJAI,421280,BALNEARIO PICARRAS,24.385,,
SC,4.210,SUL,42.015,CARBONIFERA,422000,BALNEARIO RINCAO,13.129,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,420208,BANDEIRANTE,2.618,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,420209,BARRA BONITA,1.625,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.017,VALE DO ITAPOCU,420210,BARRA VELHA,30.539,,Ajustado_Nov.2021
SC,4.211,PLANALTO NORTE E NORDESTE,42.012,PLANALTO NORTE,420213,BELA VISTA DO TOLDO,6.386,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,420215,BELMONTE,2.712,,
SC,4.216,ALTO VALE DO ITAJAI,42.006,MEDIO VALE DO ITAJAI,420220,BENEDITO NOVO,11.896,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,420230,BIGUACU,70.471,,
SC,4.216,ALTO VALE DO ITAJAI,42.006,MEDIO VALE DO ITAJAI,420240,BLUMENAU,366.418,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,420243,BOCAINA DO SUL,3.501,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,420250,BOM JARDIM DA SERRA,4.801,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,420253,BOM JESUS,3.104,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,420257,BOM JESUS DO OESTE,2.136,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,420260,BOM RETIRO,10.153,,
SC,4.215,FOZ DO RIO ITAJAI,42.005,FOZ DO RIO ITAJAI,420245,BOMBINHAS,20.889,,
SC,4.216,ALTO VALE DO ITAJAI,42.006,MEDIO VALE DO ITAJAI,420270,BOTUVERA,5.396,,
SC,4.210,SUL,42.016,LAGUNA,420280,BRACO DO NORTE,34.294,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,420285,BRACO DO TROMBUDO,3.794,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,420287,BRUNOPOLIS,2.318,,
SC,4.216,ALTO VALE DO ITAJAI,42.006,MEDIO VALE DO ITAJAI,420290,BRUSQUE,140.597,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,420300,CACADOR,80.017,,
SC,4.213,GRANDE OESTE,42.002,OESTE,420310,CAIBI,6.112,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,420315,CALMON,3.325,,
SC,4.215,FOZ DO RIO ITAJAI,42.005,FOZ DO RIO ITAJAI,420320,CAMBORIU,87.179,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.012,PLANALTO NORTE,420330,CAMPO ALEGRE,11.985,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,420340,CAMPO BELO DO SUL,6.889,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,420350,CAMPO ERE,8.312,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,420360,CAMPOS NOVOS,36.861,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,420370,CANELINHA,12.553,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.012,PLANALTO NORTE,420380,CANOINHAS,54.558,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,420325,CAPAO ALTO,2.467,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,420390,CAPINZAL,23.218,,
SC,4.210,SUL,42.016,LAGUNA,420395,CAPIVARI DE BAIXO,25.477,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,420400,CATANDUVAS,11.106,,
SC,4.213,GRANDE OESTE,42.002,OESTE,420410,CAXAMBU DO SUL,3.462,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,420415,CELSO RAMOS,2.709,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,420417,CERRO NEGRO,3.013,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,420419,CHAPADAO DO LAGEADO,3.025,,
SC,4.213,GRANDE OESTE,42.002,OESTE,420420,CHAPECO,227.587,,
SC,4.210,SUL,42.015,CARBONIFERA,420425,COCAL DO SUL,16.956,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.010,ALTO URUGUAI CATARINENSE,420430,CONCORDIA,75.683,,
SC,4.213,GRANDE OESTE,42.002,OESTE,420435,CORDILHEIRA ALTA,4.585,,
SC,4.213,GRANDE OESTE,42.002,OESTE,420440,CORONEL FREITAS,9.900,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,420445,CORONEL MARTINS,2.560,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,420455,CORREIA PINTO,12.315,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.017,VALE DO ITAPOCU,420450,CORUPA,16.300,,Ajustado_Nov.2021
SC,4.210,SUL,42.015,CARBONIFERA,420460,CRICIUMA,219.393,,
SC,4.213,GRANDE OESTE,42.002,OESTE,420470,CUNHA PORA,11.150,,
SC,4.213,GRANDE OESTE,42.002,OESTE,420475,CUNHATAI,1.972,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,420480,CURITIBANOS,40.037,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,420490,DESCANSO,8.136,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,420500,DIONISIO CERQUEIRA,15.592,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,420510,DONA EMMA,4.224,,
SC,4.216,ALTO VALE DO ITAJAI,42.006,MEDIO VALE DO ITAJAI,420515,DOUTOR PEDRINHO,4.164,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,420517,ENTRE RIOS,3.232,,
SC,4.210,SUL,42.014,EXTREMO SUL CATARINENSE,420519,ERMO,2.059,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,420520,ERVAL VELHO,4.423,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,420530,FAXINAL DOS GUEDES,10.630,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,420535,FLOR DO SERTAO,1.575,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,420540,FLORIANOPOLIS,516.524,,
SC,4.213,GRANDE OESTE,42.002,OESTE,420543,FORMOSA DO SUL,2.481,,
SC,4.210,SUL,42.015,CARBONIFERA,420545,FORQUILHINHA,27.621,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,420550,FRAIBURGO,36.723,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,420555,FREI ROGERIO,1.918,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,420560,GALVAO,2.711,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,420570,GAROPABA,24.070,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.011,NORDESTE,420580,GARUVA,18.816,,
SC,4.216,ALTO VALE DO ITAJAI,42.006,MEDIO VALE DO ITAJAI,420590,GASPAR,71.925,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,420600,GOVERNADOR CELSO RAMOS,14.739,,
SC,4.210,SUL,42.016,LAGUNA,420610,GRAO PARA,6.621,,
SC,4.210,SUL,42.016,LAGUNA,420620,GRAVATAL,11.652,,
SC,4.216,ALTO VALE DO ITAJAI,42.006,MEDIO VALE DO ITAJAI,420630,GUABIRUBA,24.922,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,420640,GUARACIABA,9.964,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.017,VALE DO ITAPOCU,420650,GUARAMIRIM,46.757,,Ajustado_Nov.2021
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,420660,GUARUJA DO SUL,5.196,,
SC,4.213,GRANDE OESTE,42.002,OESTE,420665,GUATAMBU,4.692,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,420670,HERVAL D'OESTE,22.820,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,420675,IBIAM,1.952,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,420680,IBICARE,3.154,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,420690,IBIRAMA,19.238,,
SC,4.210,SUL,42.015,CARBONIFERA,420700,ICARA,58.055,,
SC,4.215,FOZ DO RIO ITAJAI,42.005,FOZ DO RIO ITAJAI,420710,ILHOTA,14.531,,
SC,4.210,SUL,42.016,LAGUNA,420720,IMARUI,9.764,,
SC,4.210,SUL,42.016,LAGUNA,420730,IMBITUBA,45.711,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,420740,IMBUIA,6.284,,
SC,4.216,ALTO VALE DO ITAJAI,42.006,MEDIO VALE DO ITAJAI,420750,INDAIAL,72.346,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,420757,IOMERE,2.979,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.010,ALTO URUGUAI CATARINENSE,420760,IPIRA,4.367,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,420765,IPORA DO OESTE,9.093,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,420768,IPUACU,7.643,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.010,ALTO URUGUAI CATARINENSE,420770,IPUMIRIM,7.647,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,420775,IRACEMINHA,3.901,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.010,ALTO URUGUAI CATARINENSE,420780,IRANI,10.575,,
SC,4.213,GRANDE OESTE,42.002,OESTE,420785,IRATI,1.887,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.012,PLANALTO NORTE,420790,IRINEOPOLIS,11.354,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.010,ALTO URUGUAI CATARINENSE,420800,ITA,6.091,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.012,PLANALTO NORTE,420810,ITAIOPOLIS,21.889,,
SC,4.215,FOZ DO RIO ITAJAI,42.005,FOZ DO RIO ITAJAI,420820,ITAJAI,226.617,,
SC,4.215,FOZ DO RIO ITAJAI,42.005,FOZ DO RIO ITAJAI,420830,ITAPEMA,69.323,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,420840,ITAPIRANGA,17.139,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.011,NORDESTE,420845,ITAPOA,21.766,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,420850,ITUPORANGA,25.619,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,420860,JABORA,3.899,,
SC,4.210,SUL,42.014,EXTREMO SUL CATARINENSE,420870,JACINTO MACHADO,10.337,,
SC,4.210,SUL,42.016,LAGUNA,420880,JAGUARUNA,20.547,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.017,VALE DO ITAPOCU,420890,JARAGUA DO SUL,184.579,,Ajustado_Nov.2021
SC,4.213,GRANDE OESTE,42.002,OESTE,420895,JARDINOPOLIS,1.520,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,420900,JOACABA,30.684,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.011,NORDESTE,420910,JOINVILLE,604.708,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,420915,JOSE BOITEUX,5.019,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,420917,JUPIA,2.083,,
